SKU,Date,Quantity,Expiration.Date
10333759,2017-02-03,918,2017-08-29
10341116,2017-02-03,1,2018-05-20
10341116,2017-02-03,1,2018-06-14
10341311,2017-02-03,1,2018-02-20
10341311,2017-02-03,41,2018-03-15
10341429,2017-02-03,37,2018-06-15
10341430,2017-02-03,178,2018-06-13
10343543,2017-02-03,337,2018-06-29
10343543,2017-02-03,633,2018-06-30
10343544,2017-02-03,472,2018-07-05
10343544,2017-02-03,1198,2018-07-11
10351199,2017-02-03,6,2018-01-16
10351199,2017-02-03,2,2018-03-14
10351200,2017-02-03,2,2017-09-09
10351200,2017-02-03,4,2018-01-17
10351200,2017-02-03,2,2018-02-28
10354033,2017-02-03,6,2018-04-24
10354037,2017-02-03,9,2018-02-24
10354037,2017-02-03,2,2018-04-26
10367045,2017-02-03,1,2017-12-03
10367045,2017-02-03,1,2017-12-05
10367045,2017-02-03,2,2017-12-21
10367045,2017-02-03,18,2018-01-09
10367045,2017-02-03,610,2018-01-12
10367045,2017-02-03,858,2018-01-13
10369150,2017-02-03,222,2017-06-08
10369151,2017-02-03,138,2017-05-01
10369533,2017-02-03,720,2017-08-16
10370991,2017-02-03,170,2018-06-17
10370991,2017-02-03,419,2018-06-18
10370991,2017-02-03,1069,2018-07-24
10370992,2017-02-03,17,2018-06-17
10370992,2017-02-03,300,2018-06-18
10370992,2017-02-03,1040,2018-07-24
10370998,2017-02-03,2,2018-06-16
10370998,2017-02-03,772,2018-07-18
10370999,2017-02-03,718,2018-06-16
10370999,2017-02-03,1093,2018-07-18
10371000,2017-02-03,447,2018-06-17
10371000,2017-02-03,845,2018-07-18
10371218,2017-02-03,67,2018-07-21
10371219,2017-02-03,482,2018-07-23
10371219,2017-02-03,386,2018-07-24
10371224,2017-02-03,420,2018-07-18
10371661,2017-02-03,218,2017-12-02
10371661,2017-02-03,431,2017-12-03
10371661,2017-02-03,429,2017-12-04
10371661,2017-02-03,843,2017-12-05
10371661,2017-02-03,843,2017-12-06
10371661,2017-02-03,436,2017-12-07
10371661,2017-02-03,832,2017-12-19
10371661,2017-02-03,854,2017-12-20
10371661,2017-02-03,429,2017-12-21
10371661,2017-02-03,826,2018-01-03
10371661,2017-02-03,827,2018-01-04
10371661,2017-02-03,415,2018-01-06
10371661,2017-02-03,831,2018-01-09
10371661,2017-02-03,424,2018-01-10
10371661,2017-02-03,842,2018-01-11
10371661,2017-02-03,151,2018-01-12
10372052,2017-02-03,386,2018-04-14
10373910,2017-02-03,909,2018-07-16
10373910,2017-02-03,1416,2018-07-17
10373912,2017-02-03,495,2018-07-14
10373912,2017-02-03,1352,2018-07-15
10373913,2017-02-03,530,2018-07-16
10373913,2017-02-03,391,2018-07-17
10373915,2017-02-03,795.78125,2018-05-20
10373916,2017-02-03,287,2018-06-12
10373916,2017-02-03,1461,2018-07-20
10373955,2017-02-03,241.666666666667,2018-04-23
10373956,2017-02-03,353.416666666667,2018-04-23
112991,2017-02-06,491,2017-06-20
112991,2017-02-06,4673,2017-07-08
114511,2017-02-06,479,2017-08-29
114511,2017-02-06,2341,2017-08-30
114511,2017-02-06,412,2017-08-31
114511,2017-02-06,1821,2017-09-04
114511,2017-02-06,387,2017-09-05
114511,2017-02-06,4505,2017-09-06
114511,2017-02-06,1626,2017-09-07
115716,2017-02-06,262,2017-07-31
115716,2017-02-06,2967,2017-08-08
1053011,2017-02-06,1,2018-03-14
1053011,2017-02-06,268,2018-04-18
1057371,2017-02-06,1533.66666666667,2019-08-18
1062473,2017-02-06,2774,2017-08-03
1062473,2017-02-06,2951,2017-09-11
1062474,2017-02-06,719,2017-07-16
1062474,2017-02-06,2970,2017-09-10
1063485,2017-02-06,3,2018-05-22
1063581,2017-02-06,424.8625,2018-01-29
1063582,2017-02-06,31,2018-01-22
1063582,2017-02-06,317.175,2018-01-24
1063645,2017-02-06,3,2018-04-22
1063647,2017-02-06,4,2017-06-13
1063647,2017-02-06,19,2018-03-15
1064002,2017-02-06,45,2018-04-26
1064023,2017-02-06,4.6,2018-01-26
1064935,2017-02-06,388,2018-04-10
1064936,2017-02-06,25,2018-06-12
1064975,2017-02-06,984,2018-07-14
1064975,2017-02-06,1723,2018-07-29
1064975,2017-02-06,1777,2018-07-30
1064984,2017-02-06,201,2018-07-06
1064984,2017-02-06,2050,2018-07-10
1064984,2017-02-06,336,2018-07-30
1064984,2017-02-06,584.541666666667,2018-07-31
1064986,2017-02-06,876,2018-07-19
1065037,2017-02-06,188,2019-08-10
1065037,2017-02-06,25,2019-11-17
1065037,2017-02-06,1067,2019-11-18
1065201,2017-02-06,2,2018-05-22
1065202,2017-02-06,1,2018-05-12
1065315,2017-02-06,199,2018-07-12
1065315,2017-02-06,889,2018-07-13
1065315,2017-02-06,804,2018-07-26
1065315,2017-02-06,1286,2018-07-27
1065316,2017-02-06,500,2018-06-30
1065316,2017-02-06,1557,2018-07-03
1065316,2017-02-06,446,2018-07-04
1065316,2017-02-06,879,2018-07-11
1065316,2017-02-06,1334,2018-07-12
1065316,2017-02-06,871,2018-07-26
1065316,2017-02-06,2675,2018-07-27
1065316,2017-02-06,440,2018-07-29
1065316,2017-02-06,1555,2018-07-30
1065316,2017-02-06,671.958333333333,2018-07-31
1065317,2017-02-06,600,2018-07-19
1065318,2017-02-06,1161,2018-06-30
1065318,2017-02-06,1282,2018-07-19
10332315,2017-02-06,1,2017-04-20
10333759,2017-02-06,507,2017-08-29
10341116,2017-02-06,1,2018-05-20
10341116,2017-02-06,1,2018-06-14
10341311,2017-02-06,1,2018-02-20
10341311,2017-02-06,5,2018-03-15
10341429,2017-02-06,31,2018-06-15
10341430,2017-02-06,42,2018-06-13
10343543,2017-02-06,337,2018-06-29
10343543,2017-02-06,633,2018-06-30
10343544,2017-02-06,472,2018-07-05
10343544,2017-02-06,1198,2018-07-11
10343544,2017-02-06,814,2018-07-31
10351199,2017-02-06,6,2018-01-16
10351199,2017-02-06,2,2018-03-14
10351200,2017-02-06,2,2017-09-09
10351200,2017-02-06,4,2018-01-17
10351200,2017-02-06,2,2018-02-28
10354033,2017-02-06,3,2018-04-24
10354037,2017-02-06,8,2018-02-24
10354037,2017-02-06,2,2018-04-26
10367045,2017-02-06,1,2017-12-03
10367045,2017-02-06,1,2017-12-05
10367045,2017-02-06,2,2017-12-21
10367045,2017-02-06,18,2018-01-09
10367045,2017-02-06,599,2018-01-12
10367045,2017-02-06,858,2018-01-13
10369150,2017-02-06,222,2017-06-08
10369151,2017-02-06,138,2017-05-01
10369533,2017-02-06,139,2017-08-16
10370991,2017-02-06,137,2018-06-17
10370991,2017-02-06,419,2018-06-18
10370991,2017-02-06,1069,2018-07-24
10370992,2017-02-06,263,2018-06-18
10370992,2017-02-06,1134,2018-07-24
10370998,2017-02-06,2,2018-06-16
10370998,2017-02-06,631,2018-07-18
10370999,2017-02-06,690,2018-06-16
10370999,2017-02-06,1093,2018-07-18
10371000,2017-02-06,417,2018-06-17
10371000,2017-02-06,845,2018-07-18
10371218,2017-02-06,1,2018-07-21
10371219,2017-02-06,329,2018-07-23
10371219,2017-02-06,386,2018-07-24
10371224,2017-02-06,415,2018-07-18
10371661,2017-02-06,213,2017-12-02
10371661,2017-02-06,431,2017-12-03
10371661,2017-02-06,429,2017-12-04
10371661,2017-02-06,843,2017-12-05
10371661,2017-02-06,843,2017-12-06
10371661,2017-02-06,436,2017-12-07
10371661,2017-02-06,832,2017-12-19
10371661,2017-02-06,854,2017-12-20
10371661,2017-02-06,429,2017-12-21
10371661,2017-02-06,826,2018-01-03
10371661,2017-02-06,827,2018-01-04
10371661,2017-02-06,415,2018-01-06
10371661,2017-02-06,831,2018-01-09
10371661,2017-02-06,424,2018-01-10
10371661,2017-02-06,842,2018-01-11
10371661,2017-02-06,151,2018-01-12
10372052,2017-02-06,386,2018-04-14
10372052,2017-02-06,585,2018-04-25
10373910,2017-02-06,801,2018-07-16
10373910,2017-02-06,1416,2018-07-17
10373912,2017-02-06,487,2018-07-14
10373912,2017-02-06,1352,2018-07-15
10373912,2017-02-06,1127,2018-07-25
10373913,2017-02-06,447,2018-07-16
10373913,2017-02-06,391,2018-07-17
10373913,2017-02-06,787.833333333333,2018-07-25
10373915,2017-02-06,795.78125,2018-05-20
10373916,2017-02-06,284,2018-06-12
10373916,2017-02-06,1461,2018-07-20
10373955,2017-02-06,232.666666666667,2018-04-23
10373956,2017-02-06,342.416666666667,2018-04-23
112991,2017-02-08,95,2017-06-20
112991,2017-02-08,4673,2017-07-08
114511,2017-02-08,164,2017-08-29
114511,2017-02-08,1741,2017-08-30
114511,2017-02-08,412,2017-08-31
114511,2017-02-08,1821,2017-09-04
114511,2017-02-08,387,2017-09-05
114511,2017-02-08,4505,2017-09-06
114511,2017-02-08,6811,2017-09-07
114511,2017-02-08,1513,2017-09-11
115716,2017-02-08,262,2017-07-31
115716,2017-02-08,2967,2017-08-08
1053011,2017-02-08,1,2018-03-14
1053011,2017-02-08,216,2018-04-18
1057371,2017-02-08,1505.66666666667,2019-08-18
1062473,2017-02-08,2569,2017-08-03
1062473,2017-02-08,2951,2017-09-11
1062474,2017-02-08,585,2017-07-16
1062474,2017-02-08,2970,2017-09-10
1063485,2017-02-08,3,2018-05-22
1063581,2017-02-08,424.8625,2018-01-29
1063582,2017-02-08,31,2018-01-22
1063582,2017-02-08,317.175,2018-01-24
1063645,2017-02-08,3,2018-04-22
1063647,2017-02-08,4,2017-06-13
1063647,2017-02-08,19,2018-03-15
1064002,2017-02-08,30,2018-04-26
1064023,2017-02-08,4.6,2018-01-26
1064935,2017-02-08,380,2018-04-10
1064936,2017-02-08,17,2018-06-12
1064975,2017-02-08,759,2018-07-14
1064975,2017-02-08,1723,2018-07-29
1064975,2017-02-08,2037,2018-07-30
1064984,2017-02-08,110,2018-07-06
1064984,2017-02-08,2050,2018-07-10
1064984,2017-02-08,511,2018-07-30
1064984,2017-02-08,1538.54166666667,2018-07-31
1064986,2017-02-08,847,2018-07-19
1065037,2017-02-08,159,2019-08-10
1065037,2017-02-08,25,2019-11-17
1065037,2017-02-08,1067,2019-11-18
1065201,2017-02-08,2,2018-05-22
1065202,2017-02-08,1,2018-05-12
1065315,2017-02-08,111,2018-07-12
1065315,2017-02-08,889,2018-07-13
1065315,2017-02-08,804,2018-07-26
1065315,2017-02-08,1286,2018-07-27
1065316,2017-02-08,249,2018-06-30
1065316,2017-02-08,1557,2018-07-03
1065316,2017-02-08,446,2018-07-04
1065316,2017-02-08,879,2018-07-11
1065316,2017-02-08,1334,2018-07-12
1065316,2017-02-08,871,2018-07-26
1065316,2017-02-08,2675,2018-07-27
1065316,2017-02-08,440,2018-07-29
1065316,2017-02-08,1555,2018-07-30
1065316,2017-02-08,671.958333333333,2018-07-31
1065317,2017-02-08,563,2018-07-19
1065318,2017-02-08,1104,2018-06-30
1065318,2017-02-08,1282,2018-07-19
10332315,2017-02-08,1,2017-04-20
10333759,2017-02-08,277,2017-08-29
10333759,2017-02-08,436,2017-08-30
10341116,2017-02-08,1,2018-05-20
10341116,2017-02-08,1,2018-06-14
10341311,2017-02-08,1,2018-02-20
10341429,2017-02-08,25,2018-06-15
10341430,2017-02-08,1,2018-06-13
10343543,2017-02-08,337,2018-06-29
10343543,2017-02-08,633,2018-06-30
10343544,2017-02-08,422,2018-07-05
10343544,2017-02-08,1198,2018-07-11
10343544,2017-02-08,1335.45833333333,2018-07-31
10351199,2017-02-08,6,2018-01-16
10351199,2017-02-08,2,2018-03-14
10351200,2017-02-08,2,2017-09-09
10351200,2017-02-08,4,2018-01-17
10351200,2017-02-08,2,2018-02-28
10354033,2017-02-08,3,2018-04-24
10354037,2017-02-08,8,2018-02-24
10354037,2017-02-08,2,2018-04-26
10367045,2017-02-08,1,2017-12-03
10367045,2017-02-08,1,2017-12-05
10367045,2017-02-08,2,2017-12-21
10367045,2017-02-08,18,2018-01-09
10367045,2017-02-08,581,2018-01-12
10367045,2017-02-08,858,2018-01-13
10369150,2017-02-08,222,2017-06-08
10369151,2017-02-08,138,2017-05-01
10370991,2017-02-08,89,2018-06-17
10370991,2017-02-08,419,2018-06-18
10370991,2017-02-08,1069,2018-07-24
10370992,2017-02-08,217,2018-06-18
10370992,2017-02-08,1134,2018-07-24
10370998,2017-02-08,2,2018-06-16
10370998,2017-02-08,429,2018-07-18
10370999,2017-02-08,646,2018-06-16
10370999,2017-02-08,1093,2018-07-18
10371000,2017-02-08,367,2018-06-17
10371000,2017-02-08,845,2018-07-18
10371218,2017-02-08,1,2018-07-21
10371219,2017-02-08,135,2018-07-23
10371219,2017-02-08,386,2018-07-24
10371224,2017-02-08,400,2018-07-18
10371661,2017-02-08,214,2017-12-02
10371661,2017-02-08,431,2017-12-03
10371661,2017-02-08,429,2017-12-04
10371661,2017-02-08,843,2017-12-05
10371661,2017-02-08,843,2017-12-06
10371661,2017-02-08,436,2017-12-07
10371661,2017-02-08,832,2017-12-19
10371661,2017-02-08,854,2017-12-20
10371661,2017-02-08,429,2017-12-21
10371661,2017-02-08,826,2018-01-03
10371661,2017-02-08,827,2018-01-04
10371661,2017-02-08,415,2018-01-06
10371661,2017-02-08,831,2018-01-09
10371661,2017-02-08,424,2018-01-10
10371661,2017-02-08,842,2018-01-11
10371661,2017-02-08,151,2018-01-12
10372052,2017-02-08,365,2018-04-14
10372052,2017-02-08,585,2018-04-25
10373910,2017-02-08,734,2018-07-16
10373910,2017-02-08,1416,2018-07-17
10373912,2017-02-08,448,2018-07-14
10373912,2017-02-08,1352,2018-07-15
10373912,2017-02-08,1127,2018-07-25
10373913,2017-02-08,393,2018-07-16
10373913,2017-02-08,391,2018-07-17
10373913,2017-02-08,787.833333333333,2018-07-25
10373915,2017-02-08,793,2018-05-20
10373916,2017-02-08,233,2018-06-12
10373916,2017-02-08,1461,2018-07-20
10373954,2017-02-08,869,2018-05-01
10373955,2017-02-08,216,2018-04-23
10373956,2017-02-08,307,2018-04-23
112991,2017-02-09,16,2017-06-20
112991,2017-02-09,4656,2017-07-08
114511,2017-02-09,84,2017-08-29
114511,2017-02-09,1741,2017-08-30
114511,2017-02-09,412,2017-08-31
114511,2017-02-09,1821,2017-09-04
114511,2017-02-09,387,2017-09-05
114511,2017-02-09,4505,2017-09-06
114511,2017-02-09,6811,2017-09-07
114511,2017-02-09,1513,2017-09-11
115716,2017-02-09,262,2017-07-31
115716,2017-02-09,2967,2017-08-08
1053011,2017-02-09,1,2018-03-14
1053011,2017-02-09,171,2018-04-18
1057371,2017-02-09,1494,2019-08-18
1062473,2017-02-09,2383,2017-08-03
1062473,2017-02-09,2951,2017-09-11
1062474,2017-02-09,536,2017-07-16
1062474,2017-02-09,2969,2017-09-10
1063485,2017-02-09,3,2018-05-22
1063581,2017-02-09,424.8625,2018-01-29
1063582,2017-02-09,31,2018-01-22
1063582,2017-02-09,317.175,2018-01-24
1063647,2017-02-09,4,2017-06-13
1063647,2017-02-09,18,2018-03-15
1064002,2017-02-09,26,2018-04-26
1064023,2017-02-09,4.6,2018-01-26
1064935,2017-02-09,379,2018-04-10
1064936,2017-02-09,12,2018-06-12
1064975,2017-02-09,741,2018-07-14
1064975,2017-02-09,1723,2018-07-29
1064975,2017-02-09,2037,2018-07-30
1064984,2017-02-09,44,2018-07-06
1064984,2017-02-09,2050,2018-07-10
1064984,2017-02-09,511,2018-07-30
1064984,2017-02-09,1538,2018-07-31
1064986,2017-02-09,822,2018-07-19
1064986,2017-02-09,672,2018-08-02
1065037,2017-02-09,140,2019-08-10
1065037,2017-02-09,25,2019-11-17
1065037,2017-02-09,1067,2019-11-18
1065201,2017-02-09,2,2018-05-22
1065202,2017-02-09,1,2018-05-12
1065315,2017-02-09,91,2018-07-12
1065315,2017-02-09,889,2018-07-13
1065315,2017-02-09,804,2018-07-26
1065315,2017-02-09,1286,2018-07-27
1065316,2017-02-09,162,2018-06-30
1065316,2017-02-09,1557,2018-07-03
1065316,2017-02-09,446,2018-07-04
1065316,2017-02-09,879,2018-07-11
1065316,2017-02-09,1334,2018-07-12
1065316,2017-02-09,871,2018-07-26
1065316,2017-02-09,2675,2018-07-27
1065316,2017-02-09,440,2018-07-29
1065316,2017-02-09,1555,2018-07-30
1065316,2017-02-09,671,2018-07-31
1065317,2017-02-09,922.666666666667,2018-02-01
1065317,2017-02-09,551,2018-07-19
1065318,2017-02-09,1065,2018-06-30
1065318,2017-02-09,1282,2018-07-19
1065318,2017-02-09,855,2018-08-02
10332315,2017-02-09,1,2017-04-20
10333759,2017-02-09,45,2017-08-29
10333759,2017-02-09,330,2017-08-30
10341116,2017-02-09,1,2017-07-16
10341116,2017-02-09,1,2018-06-14
10341311,2017-02-09,1,2018-02-20
10341429,2017-02-09,4,2018-06-15
10341430,2017-02-09,1,2018-06-13
10343543,2017-02-09,498,2018-02-01
10343543,2017-02-09,635,2018-02-02
10343543,2017-02-09,337,2018-06-29
10343543,2017-02-09,633,2018-06-30
10343544,2017-02-09,422,2018-07-05
10343544,2017-02-09,1198,2018-07-11
10343544,2017-02-09,1335,2018-07-31
10351199,2017-02-09,6,2018-01-16
10351199,2017-02-09,2,2018-03-14
10351200,2017-02-09,1,2017-09-09
10351200,2017-02-09,4,2018-01-17
10351200,2017-02-09,2,2018-02-28
10354033,2017-02-09,2,2018-04-24
10354037,2017-02-09,7,2018-02-24
10354037,2017-02-09,2,2018-04-26
10367045,2017-02-09,1,2017-12-03
10367045,2017-02-09,1,2017-12-05
10367045,2017-02-09,2,2017-12-21
10367045,2017-02-09,18,2018-01-09
10367045,2017-02-09,580.666666666667,2018-01-12
10367045,2017-02-09,858,2018-01-13
10369150,2017-02-09,222,2017-06-08
10369150,2017-02-09,13,2017-09-11
10369151,2017-02-09,138,2017-05-01
10370991,2017-02-09,62,2018-06-17
10370991,2017-02-09,419,2018-06-18
10370991,2017-02-09,1069,2018-07-24
10370992,2017-02-09,207,2018-06-18
10370992,2017-02-09,1134,2018-07-24
10370998,2017-02-09,2,2018-06-16
10370998,2017-02-09,162,2018-07-18
10370999,2017-02-09,627,2018-06-16
10370999,2017-02-09,1093,2018-07-18
10371000,2017-02-09,364,2018-06-17
10371000,2017-02-09,845,2018-07-18
10371218,2017-02-09,1,2018-07-21
10371218,2017-02-09,640,2018-08-02
10371219,2017-02-09,32,2018-07-23
10371219,2017-02-09,206,2018-07-24
10371224,2017-02-09,396,2018-07-18
10371661,2017-02-09,214,2017-12-02
10371661,2017-02-09,431,2017-12-03
10371661,2017-02-09,429,2017-12-04
10371661,2017-02-09,843,2017-12-05
10371661,2017-02-09,843,2017-12-06
10371661,2017-02-09,436,2017-12-07
10371661,2017-02-09,832,2017-12-19
10371661,2017-02-09,854,2017-12-20
10371661,2017-02-09,429,2017-12-21
10371661,2017-02-09,826,2018-01-03
10371661,2017-02-09,827,2018-01-04
10371661,2017-02-09,415,2018-01-06
10371661,2017-02-09,831,2018-01-09
10371661,2017-02-09,424,2018-01-10
10371661,2017-02-09,842,2018-01-11
10371661,2017-02-09,151,2018-01-12
10372052,2017-02-09,333,2018-04-14
10372052,2017-02-09,585,2018-04-25
10373910,2017-02-09,677,2018-07-16
10373910,2017-02-09,1416,2018-07-17
10373912,2017-02-09,414,2018-07-14
10373912,2017-02-09,1352,2018-07-15
10373912,2017-02-09,1127,2018-07-25
10373913,2017-02-09,376,2018-07-16
10373913,2017-02-09,391,2018-07-17
10373913,2017-02-09,787,2018-07-25
10373915,2017-02-09,792,2018-05-20
10373916,2017-02-09,197,2018-06-12
10373916,2017-02-09,1461,2018-07-20
10373954,2017-02-09,869,2018-05-01
10373955,2017-02-09,215,2018-04-23
10373956,2017-02-09,288,2018-04-23
112991,2017-02-10,10,2017-06-20
112991,2017-02-10,4413,2017-07-08
114511,2017-02-10,13,2017-08-29
114511,2017-02-10,781,2017-08-30
114511,2017-02-10,412,2017-08-31
114511,2017-02-10,1821,2017-09-04
114511,2017-02-10,387,2017-09-05
114511,2017-02-10,4495,2017-09-06
114511,2017-02-10,6789,2017-09-07
114511,2017-02-10,1480,2017-09-11
115716,2017-02-10,262,2017-07-31
115716,2017-02-10,2967,2017-08-08
1053011,2017-02-10,1,2018-03-14
1053011,2017-02-10,143,2018-04-18
1057371,2017-02-10,1476,2019-08-18
1062473,2017-02-10,222,2017-06-08
1062473,2017-02-10,2325,2017-08-03
1062473,2017-02-10,2951,2017-09-11
1062474,2017-02-10,138,2017-05-01
1062474,2017-02-10,479,2017-07-16
1062474,2017-02-10,2873,2017-09-10
1063485,2017-02-10,3,2018-05-22
1063581,2017-02-10,424.8625,2018-01-29
1063582,2017-02-10,31,2018-01-22
1063582,2017-02-10,317.175,2018-01-24
1063647,2017-02-10,4,2017-06-13
1063647,2017-02-10,18,2018-03-15
1064002,2017-02-10,20,2018-04-26
1064023,2017-02-10,4.6,2018-01-26
1064935,2017-02-10,374,2018-04-10
1064936,2017-02-10,11,2018-06-12
1064975,2017-02-10,453,2018-07-14
1064975,2017-02-10,1723,2018-07-29
1064975,2017-02-10,2037,2018-07-30
1064984,2017-02-10,30,2018-07-06
1064984,2017-02-10,2050,2018-07-10
1064984,2017-02-10,511,2018-07-30
1064984,2017-02-10,1538,2018-07-31
1064986,2017-02-10,814,2018-07-19
1064986,2017-02-10,685,2018-08-02
1065037,2017-02-10,133,2019-08-10
1065037,2017-02-10,25,2019-11-17
1065037,2017-02-10,1067,2019-11-18
1065201,2017-02-10,2,2018-05-22
1065202,2017-02-10,1,2018-05-12
1065315,2017-02-10,15,2018-07-12
1065315,2017-02-10,669,2018-07-13
1065315,2017-02-10,804,2018-07-26
1065315,2017-02-10,1286,2018-07-27
1065316,2017-02-10,70,2018-06-30
1065316,2017-02-10,1557,2018-07-03
1065316,2017-02-10,446,2018-07-04
1065316,2017-02-10,879,2018-07-11
1065316,2017-02-10,1334,2018-07-12
1065316,2017-02-10,871,2018-07-26
1065316,2017-02-10,2675,2018-07-27
1065316,2017-02-10,440,2018-07-29
1065316,2017-02-10,1555,2018-07-30
1065316,2017-02-10,671,2018-07-31
1065317,2017-02-10,524,2018-07-19
1065317,2017-02-10,922,2018-08-01
1065318,2017-02-10,1001,2018-06-30
1065318,2017-02-10,1282,2018-07-19
1065318,2017-02-10,855,2018-08-02
10332315,2017-02-10,1,2017-04-20
10333759,2017-02-10,2,2017-08-29
10333759,2017-02-10,542,2017-08-30
10341116,2017-02-10,1,2017-07-16
10341116,2017-02-10,1,2018-06-14
10341311,2017-02-10,1,2018-02-20
10341429,2017-02-10,1,2018-06-15
10341430,2017-02-10,1,2018-06-13
10343543,2017-02-10,252,2018-06-29
10343543,2017-02-10,633,2018-06-30
10343543,2017-02-10,498,2018-08-01
10343543,2017-02-10,635,2018-08-02
10343544,2017-02-10,322,2018-07-05
10343544,2017-02-10,1198,2018-07-11
10343544,2017-02-10,1335,2018-07-31
10351199,2017-02-10,6,2018-01-16
10351199,2017-02-10,2,2018-03-14
10351200,2017-02-10,1,2017-09-09
10351200,2017-02-10,4,2018-01-17
10351200,2017-02-10,2,2018-02-28
10354033,2017-02-10,2,2018-04-24
10354037,2017-02-10,7,2018-02-24
10354037,2017-02-10,2,2018-04-26
10367045,2017-02-10,1,2017-12-03
10367045,2017-02-10,1,2017-12-05
10367045,2017-02-10,2,2017-12-21
10367045,2017-02-10,18,2018-01-09
10367045,2017-02-10,578.666666666667,2018-01-12
10367045,2017-02-10,858,2018-01-13
10369150,2017-02-10,52,2017-09-11
10369151,2017-02-10,436,2017-09-10
10370991,2017-02-10,18,2018-06-17
10370991,2017-02-10,419,2018-06-18
10370991,2017-02-10,1069,2018-07-24
10370992,2017-02-10,47,2018-06-17
10370992,2017-02-10,134,2018-06-18
10370992,2017-02-10,1134,2018-07-24
10370998,2017-02-10,2,2018-06-16
10370998,2017-02-10,77,2018-07-18
10370999,2017-02-10,581,2018-06-16
10370999,2017-02-10,1093,2018-07-18
10371000,2017-02-10,333,2018-06-17
10371000,2017-02-10,845,2018-07-18
10371218,2017-02-10,1,2018-07-21
10371218,2017-02-10,640,2018-08-02
10371219,2017-02-10,159,2018-07-24
10371224,2017-02-10,386,2018-07-18
10371661,2017-02-10,214,2017-12-02
10371661,2017-02-10,431,2017-12-03
10371661,2017-02-10,429,2017-12-04
10371661,2017-02-10,843,2017-12-05
10371661,2017-02-10,843,2017-12-06
10371661,2017-02-10,436,2017-12-07
10371661,2017-02-10,832,2017-12-19
10371661,2017-02-10,854,2017-12-20
10371661,2017-02-10,429,2017-12-21
10371661,2017-02-10,826,2018-01-03
10371661,2017-02-10,827,2018-01-04
10371661,2017-02-10,415,2018-01-06
10371661,2017-02-10,831,2018-01-09
10371661,2017-02-10,424,2018-01-10
10371661,2017-02-10,842,2018-01-11
10371661,2017-02-10,151,2018-01-12
10372052,2017-02-10,300,2018-04-14
10372052,2017-02-10,585,2018-04-25
10373910,2017-02-10,593,2018-07-16
10373910,2017-02-10,1416,2018-07-17
10373912,2017-02-10,181,2018-06-13
10373912,2017-02-10,184,2018-07-14
10373912,2017-02-10,1352,2018-07-15
10373912,2017-02-10,1127,2018-07-25
10373913,2017-02-10,304,2018-07-16
10373913,2017-02-10,391,2018-07-17
10373913,2017-02-10,787,2018-07-25
10373915,2017-02-10,788,2018-05-20
10373916,2017-02-10,158,2018-06-12
10373916,2017-02-10,1461,2018-07-20
10373954,2017-02-10,869,2018-05-01
10373955,2017-02-10,207,2018-04-23
10373956,2017-02-10,263,2018-04-23
112991,2017-02-11,2,2017-06-20
112991,2017-02-11,4267,2017-07-08
114511,2017-02-11,644,2017-08-30
114511,2017-02-11,412,2017-08-31
114511,2017-02-11,1821,2017-09-04
114511,2017-02-11,387,2017-09-05
114511,2017-02-11,4495,2017-09-06
114511,2017-02-11,6789,2017-09-07
114511,2017-02-11,1480,2017-09-11
114511,2017-02-11,1700,2017-09-12
114511,2017-02-11,295,2017-09-13
114511,2017-02-11,1360,2017-09-18
115716,2017-02-11,262,2017-07-31
115716,2017-02-11,2967,2017-08-08
1053011,2017-02-11,1,2018-03-14
1053011,2017-02-11,1,2018-04-10
1053011,2017-02-11,78,2018-04-18
1057371,2017-02-11,1459,2019-08-18
1062473,2017-02-11,222,2017-06-08
1062473,2017-02-11,2257,2017-08-03
1062473,2017-02-11,2951,2017-09-11
1062474,2017-02-11,138,2017-05-01
1062474,2017-02-11,440,2017-07-16
1062474,2017-02-11,2873,2017-09-10
1063485,2017-02-11,3,2018-05-22
1063581,2017-02-11,424.8625,2018-01-29
1063582,2017-02-11,31,2018-01-22
1063582,2017-02-11,317.175,2018-01-24
1063647,2017-02-11,4,2017-06-13
1063647,2017-02-11,18,2018-03-15
1064002,2017-02-11,20,2018-04-26
1064023,2017-02-11,4.6,2018-01-26
1064935,2017-02-11,362,2018-04-10
1064936,2017-02-11,11,2018-06-12
1064975,2017-02-11,269,2018-07-14
1064975,2017-02-11,1723,2018-07-29
1064975,2017-02-11,2037,2018-07-30
1064984,2017-02-11,6,2018-07-06
1064984,2017-02-11,1920,2018-07-10
1064984,2017-02-11,2,2018-07-18
1064984,2017-02-11,511,2018-07-30
1064984,2017-02-11,1538,2018-07-31
1064986,2017-02-11,748,2018-07-19
1064986,2017-02-11,685,2018-08-02
1065037,2017-02-11,115,2019-08-10
1065037,2017-02-11,25,2019-11-17
1065037,2017-02-11,1067,2019-11-18
1065201,2017-02-11,2,2018-05-22
1065202,2017-02-11,1,2018-05-12
1065315,2017-02-11,1,2018-07-12
1065315,2017-02-11,564,2018-07-13
1065315,2017-02-11,804,2018-07-26
1065315,2017-02-11,1286,2018-07-27
1065316,2017-02-11,12,2018-06-30
1065316,2017-02-11,1446,2018-07-03
1065316,2017-02-11,446,2018-07-04
1065316,2017-02-11,879,2018-07-11
1065316,2017-02-11,1334,2018-07-12
1065316,2017-02-11,871,2018-07-26
